idStudent,idClass,mark,idSubject
182556,3556,9.5,1456
182557,3557,3,1457
182558,3558,1,1458
182559,3559,4.5,1459
182560,3560,0,1460
182561,3561,1,1461
182562,3562,4,1462
182563,3563,2,1463
182564,3564,10,1464
182565,3565,7.5,1465
182566,3566,2.5,1466
182567,3567,1,1467
182568,3568,4,1468
182569,3569,9.5,1469
182570,3570,8.5,1470
182571,3571,4,1471
182572,3572,1,1472
182573,3573,2.5,1473
182574,3574,3.5,1474
182575,3575,7,1475
182576,3576,0,1476
182577,3577,7,1477
182578,3578,9,1478
182579,3579,4,1479
182580,3580,9,1480
182581,3581,7,1481
182582,3582,4.5,1482
182583,3583,7.5,1483
182584,3584,6,1484
182585,3585,7,1485
182586,3586,10,1486
182587,3587,3,1487
182588,3588,6,1488
182589,3589,3,1489
182590,3590,7.5,1490
182591,3591,7,1491
182592,3592,2,1492
182593,3593,6.5,1493
182594,3594,10,1494
182595,3595,7,1495
182596,3596,2,1496
182597,3597,9,1497
182598,3598,7.5,1498
182599,3599,2,1499
182600,3600,6,1500
182601,3601,2.5,1301
182602,3602,5.5,1302
182603,3603,3,1303
182604,3604,1,1304
182605,3605,10,1305
182606,3606,8,1306
182607,3607,0,1307
182608,3608,0,1308
182609,3609,8,1309
182610,3610,7.5,1310
182611,3611,4,1311
182612,3612,5.5,1312
182613,3613,8,1313
182614,3614,6,1314
182615,3615,5,1315
182616,3616,5.5,1316
182617,3617,9,1317
182618,3618,6,1318
182619,3619,1,1319
182620,3620,2.5,1320
182621,3621,9.5,1321
182622,3622,0,1322
182623,3623,2,1323
182624,3624,9.5,1324
182625,3625,6,1325
182626,3626,0,1326
182627,3627,6,1327
182628,3628,7,1328
182629,3629,6,1329
182630,3630,10,1330
182631,3631,7.5,1331
182632,3632,8.5,1332
182633,3633,6,1333
182634,3634,6.5,1334
182635,3635,1,1335
182636,3636,9.5,1336
182637,3637,4,1337
182638,3638,8,1338
182639,3639,9.5,1339
182640,3640,4.5,1340
182641,3641,8,1341
182642,3642,3,1342
182643,3643,3.5,1343
182644,3644,8.5,1344
182645,3645,1,1345
182646,3646,3,1346
182647,3647,5.5,1347
182648,3648,8,1348
182649,3649,5,1349
182650,3650,1,1350
182651,3651,2,1351
182652,3652,4,1352
182653,3653,7,1353
182654,3654,6.5,1354
182655,3655,8,1355
182656,3656,7,1356
182657,3657,1,1357
182658,3658,6,1358
182659,3659,8,1359
182660,3660,5.5,1360
182661,3661,4,1361
182662,3662,1,1362
182663,3663,6,1363
182664,3664,2,1364
182665,3665,0,1365
182666,3666,6.5,1366
182667,3667,2.5,1367
182668,3668,3.5,1368
182669,3669,5,1369
182670,3670,4,1370
182671,3671,3.5,1371
182672,3672,4.5,1372
182673,3673,2,1373
182674,3674,4,1374
182675,3675,5,1375
182676,3676,3.5,1376
182677,3677,8.5,1377
182678,3678,8,1378
182679,3679,8,1379
182680,3680,6,1380
182681,3681,4.5,1381
182682,3682,7,1382
182683,3683,2.5,1383
182684,3684,10,1384
182685,3685,8,1385
182686,3686,0,1386
182687,3687,4.5,1387
182688,3688,2.5,1388
182689,3689,9.5,1389
182690,3690,4.5,1390
182691,3691,4.5,1391
182692,3692,5.5,1392
182693,3693,8.5,1393
182694,3694,0,1394
182695,3695,3.5,1395
182696,3696,0,1396
182697,3697,4.5,1397
182698,3698,8.5,1398
182699,3699,6,1399
182700,3700,9.5,1400
182701,3701,5.5,1401
182702,3702,6,1402
182703,3703,0,1403
182704,3704,3,1404
182705,3705,6.5,1405
182706,3706,8,1406
182707,3707,7.5,1407
182708,3708,6,1408
182709,3709,3.5,1409
182710,3710,2,1410
182711,3711,5.5,1411
182712,3712,8.5,1412
182713,3713,6,1413
182714,3714,10,1414
182715,3715,4.5,1415
182716,3716,3,1416
182717,3717,3.5,1417
182718,3718,8.5,1418
182719,3719,6.5,1419
182720,3720,4,1420
182721,3721,6,1421
182722,3722,10,1422
182723,3723,1,1423
182724,3724,10,1424
182725,3725,7.5,1425
182726,3726,5.5,1426
182727,3727,6,1427
182728,3728,4.5,1428
182729,3729,10,1429
182730,3730,3.5,1430
182731,3731,7.5,1431
182732,3732,1,1432
182733,3733,6,1433
182734,3734,9.5,1434
182735,3735,8,1435
182736,3736,9.5,1436
182737,3737,7.5,1437
182738,3738,4,1438
182739,3739,8,1439
182740,3740,8.5,1440
182741,3741,4.5,1441
182742,3742,10,1442
182743,3743,7,1443
182744,3744,2,1444
182745,3745,8.5,1445
182746,3746,4,1446
182747,3747,3.5,1447
182748,3748,9.5,1448
182749,3749,2,1449
182750,3750,6.5,1450
182751,3751,6,1451
182752,3752,2,1452
182753,3753,4.5,1453
182754,3754,0,1454
182755,3755,2.5,1455
182756,3756,2.5,1456
182757,3757,4.5,1457
182758,3758,3.5,1458
182759,3759,1,1459
182760,3760,4,1460
182761,3761,5.5,1461
182762,3762,3.5,1462
182763,3763,8.5,1463
182764,3764,4,1464
182765,3765,6.5,1465
182766,3766,8.5,1466
182767,3767,3.5,1467
182768,3768,9,1468
182769,3769,8.5,1469
182770,3770,2.5,1470
182771,3771,3,1471
182772,3772,2.5,1472
182773,3773,7,1473
182774,3774,10,1474
182775,3775,6.5,1475
182776,3776,8.5,1476
182777,3777,9,1477
182778,3778,7,1478
182779,3779,4,1479
182780,3780,8.5,1480
182781,3781,3.5,1481
182782,3782,5.5,1482
182783,3783,4.5,1483
182784,3784,6.5,1484
182785,3785,8,1485
182786,3786,8.5,1486
182787,3787,3,1487
182788,3788,6,1488
182789,3789,0,1489
182790,3790,7,1490
182791,3791,2,1491
182792,3792,6.5,1492
182793,3793,7.5,1493
182794,3794,6,1494
182795,3795,0,1495
182796,3796,1,1496
182797,3797,5,1497
182798,3798,5,1498
182799,3799,2.5,1499
182800,3800,6,1500
182801,3801,3.5,1301
182802,3802,8.5,1302
182803,3803,3,1303
182804,3804,3,1304
182805,3805,10,1305
182806,3806,8.5,1306
182807,3807,9.5,1307
182808,3808,2,1308
182809,3809,5,1309
182810,3810,5.5,1310
182811,3811,8.5,1311
182812,3812,4.5,1312
182813,3813,2.5,1313
182814,3814,10,1314
182815,3815,6,1315
182816,3816,2.5,1316
182817,3817,10,1317
182818,3818,4,1318
182819,3819,8,1319
182820,3820,8.5,1320
182821,3821,3.5,1321
182822,3822,9,1322
182823,3823,9.5,1323
182824,3824,0,1324
182825,3825,3.5,1325
182826,3826,8,1326
182827,3827,2,1327
182828,3828,4.5,1328
182829,3829,6.5,1329
182830,3830,3,1330
182831,3831,0,1331
182832,3832,1,1332
182833,3833,10,1333
182834,3834,1,1334
182835,3835,0,1335
182836,3836,9.5,1336
182837,3837,5.5,1337
182838,3838,4.5,1338
182839,3839,9.5,1339
182840,3840,8.5,1340
182841,3841,2,1341
182842,3842,7.5,1342
182843,3843,5,1343
182844,3844,0,1344
182845,3845,1,1345
182846,3846,8.5,1346
182847,3847,10,1347
182848,3848,4.5,1348
182849,3849,8.5,1349
182850,3850,10,1350
182851,3851,7.5,1351
182852,3852,2.5,1352
182853,3853,9.5,1353
182854,3854,7,1354
182855,3855,5,1355
182856,3856,7,1356
182857,3857,3.5,1357
182858,3858,4,1358
182859,3859,6,1359
182860,3860,5.5,1360
182861,3861,6.5,1361
182862,3862,7,1362
182863,3863,8.5,1363
182864,3864,2.5,1364
182865,3865,8,1365
182866,3866,2,1366
182867,3867,5,1367
182868,3868,3,1368
182869,3869,3,1369
182870,3870,8,1370
182871,3871,5,1371
182872,3872,6,1372
182873,3873,2,1373
182874,3874,10,1374
182875,3875,9,1375
182876,3876,5,1376
182877,3877,2,1377
182878,3878,6,1378
182879,3879,3,1379
182880,3880,2.5,1380
182881,3881,3.5,1381
182882,3882,9.5,1382
182883,3883,3.5,1383
182884,3884,2.5,1384
182885,3885,8.5,1385
182886,3886,5,1386
182887,3887,2,1387
182888,3888,5.5,1388
182889,3889,4.5,1389
182890,3890,4.5,1390
182891,3891,1,1391
182892,3892,4.5,1392
182893,3893,8,1393
182894,3894,5.5,1394
182895,3895,0,1395
182896,3896,9.5,1396
182897,3897,7.5,1397
182898,3898,2.5,1398
182899,3899,3,1399
182900,3900,9,1400
182901,3901,2.5,1401
182902,3902,2,1402
182903,3903,10,1403
182904,3904,7,1404
182905,3905,7.5,1405
182906,3906,9,1406
182907,3907,8.5,1407
182908,3908,2.5,1408
182909,3909,4.5,1409
182910,3910,2.5,1410
182911,3911,5.5,1411
182912,3912,7.5,1412
182913,3913,5.5,1413
182914,3914,3.5,1414
182915,3915,3.5,1415
182916,3916,4,1416
182917,3917,1,1417
182918,3918,9.5,1418
182919,3919,5.5,1419
182920,3920,10,1420
182921,3921,8.5,1421
182922,3922,5.5,1422
182923,3923,10,1423
182924,3924,5.5,1424
182925,3925,7.5,1425
182926,3926,3,1426
182927,3927,10,1427
182928,3928,5,1428
182929,3929,5.5,1429
182930,3930,2,1430
182931,3931,10,1431
182932,3932,4,1432
182933,3933,1,1433
182934,3934,10,1434
182935,3935,3.5,1435
182936,3936,7.5,1436
182937,3937,2,1437
182938,3938,5.5,1438
182939,3939,5.5,1439
182940,3940,7,1440
182941,3941,4.5,1441
182942,3942,8,1442
182943,3943,3.5,1443
182944,3944,10,1444
182945,3945,5,1445
182946,3946,4.5,1446
182947,3947,4.5,1447
182948,3948,2.5,1448
182949,3949,8.5,1449
182950,3950,5,1450
182951,3951,10,1451
182952,3952,6.5,1452
182953,3953,8,1453
182954,3954,6.5,1454
182955,3955,2.5,1455
182956,3956,2.5,1456
182957,3957,2.5,1457
182958,3958,5,1458
182959,3959,6,1459
182960,3960,0,1460
182961,3961,6.5,1461
182962,3962,8,1462
182963,3963,8,1463
182964,3964,8,1464
182965,3965,6.5,1465
182966,3966,1,1466
182967,3967,9.5,1467
182968,3968,0,1468
182969,3969,6,1469
182970,3970,10,1470
182971,3971,8.5,1471
182972,3972,10,1472
182973,3973,3,1473
182974,3974,8,1474
182975,3975,8,1475
182976,3976,4.5,1476
182977,3977,0,1477
182978,3978,7.5,1478
182979,3979,10,1479
182980,3980,10,1480
182981,3981,3,1481
182982,3982,4,1482
182983,3983,6.5,1483
182984,3984,4.5,1484
182985,3985,6.5,1485
182986,3986,7.5,1486
182987,3987,7,1487
182988,3988,6.5,1488
182989,3989,6,1489
182990,3990,2,1490
182991,3991,8,1491
182992,3992,6,1492
182993,3993,9.5,1493
182994,3994,5,1494
182995,3995,8.5,1495
182996,3996,9,1496
182997,3997,5,1497
182998,3998,9,1498
182999,3999,8.5,1499
183000,4000,4.5,1500
183001,4001,1,1301
183002,4002,9.5,1302
183003,4003,0,1303
183004,4004,4.5,1304
183005,4005,8.5,1305
183006,4006,9,1306
183007,4007,7,1307
183008,4008,9.5,1308
183009,4009,6,1309
183010,4010,3.5,1310
183011,4011,0,1311
183012,4012,5,1312
183013,4013,6.5,1313
183014,4014,10,1314
183015,4015,8.5,1315
183016,4016,5,1316
183017,4017,5.5,1317
183018,4018,9,1318
183019,4019,8,1319
183020,4020,10,1320
183021,4021,10,1321
183022,4022,8.5,1322
183023,4023,3.5,1323
183024,4024,10,1324
183025,4025,4,1325
183026,4026,4.5,1326
183027,4027,2,1327
183028,4028,2,1328
183029,4029,3,1329
183030,4030,9.5,1330
183031,4031,3.5,1331
183032,4032,5,1332
183033,4033,3,1333
183034,4034,5.5,1334
183035,4035,9.5,1335
183036,4036,6,1336
183037,4037,2.5,1337
183038,4038,9,1338
183039,4039,5.5,1339
183040,4040,9.5,1340
183041,4041,1,1341
183042,4042,0,1342
183043,4043,10,1343
183044,4044,2.5,1344
183045,4045,5.5,1345
183046,4046,6.5,1346
183047,4047,2.5,1347
183048,4048,8.5,1348
183049,4049,2.5,1349
183050,4050,8,1350
183051,4051,5,1351
183052,4052,5,1352
183053,4053,5.5,1353
183054,4054,6,1354
183055,4055,4.5,1355
183056,4056,0,1356
183057,4057,7.5,1357
183058,4058,9,1358
183059,4059,6.5,1359
183060,4060,7.5,1360
183061,4061,9,1361
183062,4062,9.5,1362
183063,4063,5,1363
183064,4064,7,1364
183065,4065,7,1365
183066,4066,3,1366
183067,4067,1,1367
183068,4068,4.5,1368
183069,4069,1,1369
183070,4070,6,1370
183071,4071,2.5,1371
183072,4072,5,1372
183073,4073,4.5,1373
183074,4074,3.5,1374
183075,4075,4,1375
183076,4076,4.5,1376
183077,4077,8.5,1377
183078,4078,9,1378
183079,4079,4.5,1379
183080,4080,6.5,1380
183081,4081,5.5,1381
183082,4082,2,1382
183083,4083,9.5,1383
183084,4084,1,1384
183085,4085,4,1385
183086,4086,4.5,1386
183087,4087,2,1387
183088,4088,6.5,1388
183089,4089,4,1389
183090,4090,4.5,1390
183091,4091,10,1391
183092,4092,6,1392
183093,4093,4.5,1393
183094,4094,9.5,1394
183095,4095,8,1395
183096,4096,9.5,1396
183097,4097,0,1397
183098,4098,3,1398
183099,4099,9.5,1399
183100,4100,4.5,1400
183101,4101,1,1401
183102,4102,9.5,1402
183103,4103,3,1403
183104,4104,8.5,1404
183105,4105,9,1405
183106,4106,9,1406
183107,4107,9.5,1407
183108,4108,9.5,1408
183109,4109,2.5,1409
183110,4110,10,1410
183111,4111,10,1411
183112,4112,0,1412
183113,4113,1,1413
183114,4114,8,1414
183115,4115,1,1415
183116,4116,5,1416
183117,4117,8.5,1417
183118,4118,3,1418
183119,4119,8.5,1419
183120,4120,9,1420
183121,4121,4,1421
183122,4122,10,1422
183123,4123,7,1423
183124,4124,6.5,1424
183125,4125,7,1425
183126,4126,3.5,1426
183127,4127,2,1427
183128,4128,0,1428
183129,4129,6,1429
183130,4130,8.5,1430
183131,4131,2.5,1431
183132,4132,5,1432
183133,4133,3,1433
183134,4134,3,1434
183135,4135,6.5,1435
183136,4136,7,1436
183137,4137,10,1437
183138,4138,6.5,1438
183139,4139,3,1439
183140,4140,10,1440
183141,4141,8.5,1441
183142,4142,8,1442
183143,4143,8,1443
183144,4144,8.5,1444
183145,4145,8,1445
183146,4146,4.5,1446
183147,4147,9.5,1447
183148,4148,2.5,1448
183149,4149,1,1449
183150,4150,6,1450
183151,4151,7.5,1451
183152,4152,9,1452
183153,4153,5,1453
183154,4154,10,1454
183155,4155,9.5,1455
183156,4156,9.5,1456
183157,4157,7,1457
183158,4158,7,1458
183159,4159,4,1459
183160,4160,6,1460
183161,4161,9,1461
183162,4162,8,1462
183163,4163,10,1463
183164,4164,8,1464
183165,4165,9,1465
183166,4166,6.5,1466
183167,4167,7,1467
183168,4168,3.5,1468
183169,4169,4.5,1469
183170,4170,3.5,1470
183171,4171,2,1471
183172,4172,6,1472
183173,4173,4.5,1473
183174,4174,0,1474
183175,4175,8.5,1475
183176,4176,8,1476
183177,4177,7,1477
183178,4178,9,1478
183179,4179,2,1479
183180,4180,2.5,1480
183181,4181,6.5,1481
183182,4182,3.5,1482
183183,4183,7,1483
183184,4184,1,1484
183185,4185,2,1485
183186,4186,6.5,1486
183187,4187,8.5,1487
183188,4188,6.5,1488
183189,4189,7,1489
183190,4190,2.5,1490
183191,4191,7,1491
183192,4192,6,1492
183193,4193,8.5,1493
183194,4194,7,1494
183195,4195,8.5,1495
183196,4196,8.5,1496
183197,4197,4,1497
183198,4198,7,1498
183199,4199,10,1499
183200,4200,4.5,1500
183201,4201,4.5,1301
183202,4202,8,1302
183203,4203,8,1303
183204,4204,7.5,1304
183205,4205,2.5,1305
183206,4206,4,1306
183207,4207,6,1307
183208,4208,5.5,1308
183209,4209,5,1309
183210,4210,10,1310
183211,4211,10,1311
183212,4212,6.5,1312
183213,4213,4,1313
183214,4214,9.5,1314
183215,4215,8,1315
183216,4216,3,1316
183217,4217,5.5,1317
183218,4218,6.5,1318
183219,4219,2.5,1319
183220,4220,8,1320
183221,4221,4.5,1321
183222,4222,6.5,1322
183223,4223,1,1323
183224,4224,0,1324
183225,4225,9.5,1325
183226,4226,10,1326
183227,4227,9.5,1327
183228,4228,7.5,1328
183229,4229,6.5,1329
183230,4230,7.5,1330
183231,4231,9,1331
183232,4232,9.5,1332
183233,4233,1,1333
183234,4234,4.5,1334
183235,4235,8,1335
183236,4236,5.5,1336
183237,4237,4.5,1337
183238,4238,9.5,1338
183239,4239,8,1339
183240,4240,4,1340
183241,4241,9.5,1341
183242,4242,8.5,1342
183243,4243,4,1343
183244,4244,9,1344
183245,4245,0,1345
183246,4246,7.5,1346
183247,4247,7.5,1347
183248,4248,6.5,1348
183249,4249,2,1349
183250,4250,10,1350
183251,4251,7.5,1351
183252,4252,3.5,1352
183253,4253,9,1353
183254,4254,7,1354
183255,4255,9.5,1355
183256,4256,7,1356
183257,4257,6.5,1357
183258,4258,4.5,1358
183259,4259,10,1359
183260,4260,3.5,1360
183261,4261,8.5,1361
183262,4262,8.5,1362
183263,4263,9.5,1363
183264,4264,5,1364
183265,4265,1,1365
183266,4266,10,1366
183267,4267,4.5,1367
183268,4268,8,1368
183269,4269,6.5,1369
183270,4270,0,1370
183271,4271,7,1371
183272,4272,3.5,1372
183273,4273,6.5,1373
183274,4274,7.5,1374
183275,4275,7,1375
183276,4276,6.5,1376
183277,4277,2.5,1377
183278,4278,9,1378
183279,4279,6.5,1379
183280,4280,2.5,1380
183281,4281,2,1381
183282,4282,7,1382
183283,4283,9,1383
183284,4284,6,1384
183285,4285,7,1385
183286,4286,10,1386
183287,4287,7.5,1387
183288,4288,9,1388
183289,4289,9,1389
183290,4290,4,1390
183291,4291,4,1391
183292,4292,0,1392
183293,4293,2,1393
183294,4294,3.5,1394
183295,4295,6.5,1395
183296,4296,9.5,1396
183297,4297,2.5,1397
183298,4298,4.5,1398
183299,4299,6.5,1399
183300,4300,1,1400
183301,4301,8.5,1401
183302,4302,6,1402
183303,4303,9.5,1403
183304,4304,2.5,1404
183305,4305,2,1405
183306,4306,3,1406
183307,4307,7,1407
183308,4308,1,1408
183309,4309,3.5,1409
183310,4310,8,1410
183311,4311,4.5,1411
183312,4312,2.5,1412
183313,4313,6,1413
183314,4314,4.5,1414
183315,4315,6.5,1415
183316,4316,2,1416
183317,4317,2,1417
183318,4318,6.5,1418
183319,4319,7,1419
183320,4320,5.5,1420
183321,4321,0,1421
183322,4322,6,1422
183323,4323,8,1423
183324,4324,8.5,1424
183325,4325,2.5,1425
183326,4326,10,1426
183327,4327,8,1427
183328,4328,9.5,1428
183329,4329,7.5,1429
183330,4330,8,1430
183331,4331,8.5,1431
183332,4332,6,1432
183333,4333,4.5,1433
183334,4334,10,1434
183335,4335,0,1435
183336,4336,7,1436
183337,4337,6.5,1437
183338,4338,8.5,1438
183339,4339,6.5,1439
183340,4340,9.5,1440
183341,4341,6,1441
183342,4342,4,1442
183343,4343,6.5,1443
183344,4344,3.5,1444
183345,4345,8,1445
183346,4346,0,1446
183347,4347,5.5,1447
183348,4348,0,1448
183349,4349,6,1449
183350,4350,7,1450
183351,4351,1,1451
183352,4352,0,1452
183353,4353,3.5,1453
183354,4354,5,1454
183355,4355,5,1455
183356,4356,5,1456
183357,4357,7.5,1457
183358,4358,8.5,1458
183359,4359,10,1459
183360,4360,8.5,1460
183361,4361,0,1461
183362,4362,2,1462
183363,4363,4.5,1463
183364,4364,5,1464
183365,4365,7,1465
183366,4366,4,1466
183367,4367,7.5,1467
183368,4368,1,1468
183369,4369,0,1469
183370,4370,9,1470
183371,4371,4.5,1471
183372,4372,5,1472
183373,4373,3,1473
183374,4374,9,1474
183375,4375,8,1475
183376,4376,4.5,1476
183377,4377,8,1477
183378,4378,7.5,1478
183379,4379,8,1479
183380,4380,9.5,1480
183381,4381,2,1481
183382,4382,3.5,1482
183383,4383,4.5,1483
183384,4384,4,1484
183385,4385,8.5,1485
183386,4386,7.5,1486
183387,4387,6,1487
183388,4388,0,1488
183389,4389,3,1489
183390,4390,0,1490
183391,4391,0,1491
183392,4392,4,1492
183393,4393,2,1493
183394,4394,3,1494
183395,4395,6,1495
183396,4396,2.5,1496
183397,4397,3,1497
183398,4398,3,1498
183399,4399,4.5,1499
183400,4400,10,1500
183401,4401,0,1301
183402,4402,0,1302
183403,4403,10,1303
183404,4404,7.5,1304
183405,4405,6,1305
183406,4406,6.5,1306
183407,4407,9,1307
183408,4408,2,1308
183409,4409,6,1309
183410,4410,3.5,1310
183411,4411,2.5,1311
183412,4412,8.5,1312
183413,4413,5.5,1313
183414,4414,5.5,1314
183415,4415,1,1315
183416,4416,4,1316
183417,4417,3.5,1317
183418,4418,7,1318
183419,4419,7,1319
183420,4420,7.5,1320
183421,4421,6.5,1321
183422,4422,5.5,1322
183423,4423,9.5,1323
183424,4424,8,1324
183425,4425,1,1325
183426,4426,10,1326
183427,4427,3,1327
183428,4428,9.5,1328
183429,4429,8,1329
183430,4430,5.5,1330
183431,4431,6,1331
183432,4432,3.5,1332
183433,4433,10,1333
183434,4434,4.5,1334
183435,4435,5,1335
183436,4436,6,1336
183437,4437,1,1337
183438,4438,4.5,1338
183439,4439,8,1339
183440,4440,0,1340
183441,4441,6.5,1341
183442,4442,5,1342
183443,4443,9,1343
183444,4444,3,1344
183445,4445,7.5,1345
183446,4446,8,1346
183447,4447,8.5,1347
183448,4448,9.5,1348
183449,4449,8,1349
183450,4450,3,1350
183451,4451,4.5,1351
183452,4452,2.5,1352
183453,4453,6,1353
183454,4454,6,1354
183455,4455,9,1355
183456,4456,8,1356
183457,4457,6,1357
183458,4458,1,1358
183459,4459,9.5,1359
183460,4460,5,1360
183461,4461,2.5,1361
183462,4462,9.5,1362
183463,4463,9.5,1363
183464,4464,7,1364
183465,4465,7,1365
183466,4466,9.5,1366
183467,4467,5.5,1367
183468,4468,7,1368
183469,4469,1,1369
183470,4470,5,1370
183471,4471,6,1371
183472,4472,10,1372
183473,4473,2,1373
183474,4474,9,1374
183475,4475,2.5,1375
183476,4476,3,1376
183477,4477,7,1377
183478,4478,6,1378
183479,4479,2,1379
183480,4480,2.5,1380
183481,4481,0,1381
183482,4482,0,1382
183483,4483,3,1383
183484,4484,1,1384
183485,4485,3.5,1385
183486,4486,10,1386
183487,4487,1,1387
183488,4488,5,1388
183489,4489,10,1389
183490,4490,2.5,1390
183491,4491,3.5,1391
183492,4492,6.5,1392
183493,4493,3.5,1393
183494,4494,9.5,1394
183495,4495,2.5,1395
183496,4496,9,1396
183497,4497,4.5,1397
183498,4498,8,1398
183499,4499,10,1399
183500,4500,9,1400
183501,4501,6,1401
183502,4502,3,1402
183503,4503,6.5,1403
183504,4504,7,1404
183505,4505,3,1405
183506,4506,1,1406
183507,4507,0,1407
183508,4508,2,1408
183509,4509,0,1409
183510,4510,0,1410
183511,4511,10,1411
183512,4512,7,1412
183513,4513,5,1413
183514,4514,0,1414
183515,4515,0,1415
183516,4516,4.5,1416
183517,4517,4.5,1417
183518,4518,3,1418
183519,4519,7,1419
183520,4520,1,1420
183521,4521,2,1421
183522,4522,6,1422
183523,4523,2.5,1423
183524,4524,9,1424
183525,4525,4,1425
183526,4526,10,1426
183527,4527,6.5,1427
183528,4528,1,1428
183529,4529,2,1429
183530,4530,10,1430
183531,4531,1,1431
183532,4532,9.5,1432
183533,4533,2.5,1433
183534,4534,0,1434
183535,4535,9.5,1435
183536,4536,6,1436
183537,4537,4,1437
183538,4538,10,1438
183539,4539,2.5,1439
183540,4540,9,1440
183541,4541,8,1441
183542,4542,0,1442
183543,4543,1,1443
183544,4544,3,1444
183545,4545,4,1445
183546,4546,7.5,1446
183547,4547,2,1447
183548,4548,10,1448
183549,4549,3.5,1449
183550,4550,8.5,1450
183551,4551,7,1451
183552,4552,4.5,1452
183553,4553,5.5,1453
183554,4554,4,1454
183555,4555,10,1455
183556,4556,2,1456
183557,4557,8.5,1457
183558,4558,6,1458
183559,4559,6.5,1459
183560,4560,6.5,1460
183561,4561,9.5,1461
183562,4562,10,1462
183563,4563,6,1463
183564,4564,4.5,1464
183565,4565,2,1465
183566,4566,10,1466
183567,4567,9.5,1467
183568,4568,3,1468
183569,4569,8.5,1469
183570,4570,10,1470
183571,4571,4,1471
183572,4572,5.5,1472
183573,4573,6,1473
183574,4574,6,1474
183575,4575,10,1475
183576,4576,7,1476
183577,4577,6,1477
183578,4578,6.5,1478
183579,4579,1,1479
183580,4580,5,1480
183581,4581,3,1481
183582,4582,7.5,1482
183583,4583,8,1483
183584,4584,10,1484
183585,4585,9,1485
183586,4586,8,1486
183587,4587,7.5,1487
183588,4588,6,1488
183589,4589,4,1489
183590,4590,10,1490
183591,4591,0,1491
183592,4592,4.5,1492
183593,4593,6.5,1493
183594,4594,3,1494
183595,4595,9.5,1495
183596,4596,1,1496
183597,4597,4,1497
183598,4598,10,1498
183599,4599,7,1499
183600,4600,4.5,1500
183601,4601,8.5,1301
183602,4602,7.5,1302
183603,4603,4.5,1303
183604,4604,9,1304
183605,4605,2.5,1305
183606,4606,1,1306
183607,4607,2.5,1307
183608,4608,7.5,1308
183609,4609,10,1309
183610,4610,2.5,1310
183611,4611,3,1311
183612,4612,9,1312
183613,4613,8.5,1313
183614,4614,0,1314
183615,4615,1,1315
183616,4616,2,1316
183617,4617,2.5,1317
183618,4618,4.5,1318
183619,4619,3.5,1319
183620,4620,5.5,1320
183621,4621,0,1321
183622,4622,0,1322
183623,4623,4,1323
183624,4624,1,1324
183625,4625,5.5,1325
183626,4626,5.5,1326
183627,4627,2,1327
183628,4628,2,1328
183629,4629,4,1329
183630,4630,4.5,1330
183631,4631,3.5,1331
183632,4632,4.5,1332
183633,4633,4.5,1333
183634,4634,4.5,1334
183635,4635,5.5,1335
183636,4636,1,1336
183637,4637,4,1337
183638,4638,3,1338
183639,4639,6,1339
183640,4640,2.5,1340
183641,4641,4.5,1341
183642,4642,1,1342
183643,4643,10,1343
183644,4644,6.5,1344
183645,4645,9,1345
183646,4646,6.5,1346
183647,4647,9,1347
183648,4648,8,1348
183649,4649,2,1349
183650,4650,4.5,1350
183651,4651,8.5,1351
183652,4652,10,1352
183653,4653,1,1353
183654,4654,3.5,1354
183655,4655,5,1355
183656,4656,0,1356
183657,4657,9.5,1357
183658,4658,9.5,1358
183659,4659,4,1359
183660,4660,0,1360
183661,4661,6.5,1361
183662,4662,2.5,1362
183663,4663,5.5,1363
183664,4664,2.5,1364
183665,4665,4.5,1365
183666,4666,6.5,1366
183667,4667,3,1367
183668,4668,6.5,1368
183669,4669,5.5,1369
183670,4670,9.5,1370
183671,4671,3.5,1371
183672,4672,7.5,1372
183673,4673,5.5,1373
183674,4674,6.5,1374
183675,4675,7,1375
183676,4676,4.5,1376
183677,4677,5,1377
183678,4678,9.5,1378
183679,4679,2,1379
183680,4680,7,1380
183681,4681,0,1381
183682,4682,3,1382
183683,4683,7,1383
183684,4684,5,1384
183685,4685,8.5,1385
183686,4686,10,1386
183687,4687,5,1387
183688,4688,3.5,1388
183689,4689,1,1389
183690,4690,8,1390
183691,4691,0,1391
183692,4692,8,1392
183693,4693,7,1393
183694,4694,1,1394
183695,4695,6.5,1395
183696,4696,2,1396
183697,4697,6,1397
183698,4698,3,1398
183699,4699,3,1399
183700,4700,5,1400
183701,4701,4.5,1401
183702,4702,2,1402
183703,4703,7,1403
183704,4704,7.5,1404
183705,4705,3.5,1405
183706,4706,0,1406
183707,4707,7,1407
183708,4708,5.5,1408
183709,4709,6,1409
183710,4710,6.5,1410
183711,4711,7.5,1411
183712,4712,3.5,1412
183713,4713,7,1413
183714,4714,3,1414
183715,4715,6,1415
183716,4716,0,1416
183717,4717,1,1417
183718,4718,6.5,1418
183719,4719,0,1419
183720,4720,5.5,1420
183721,4721,2,1421
183722,4722,7,1422
183723,4723,10,1423
183724,4724,10,1424
183725,4725,3.5,1425
183726,4726,5,1426
183727,4727,10,1427
183728,4728,7.5,1428
183729,4729,4,1429
183730,4730,8.5,1430
183731,4731,3.5,1431
183732,4732,7,1432
183733,4733,0,1433
183734,4734,3,1434
183735,4735,2,1435
